name,taxonomic_family,genome_type,known_rg,spillover_probability,rg3_rg4_probability,discordance_score,discordance_quadrant
Mastadenovirus blackbeardi THEO-260,Adenoviridae,dsDNA,2,0.0016013996,0.09415098,-0.092549585,Low spillover / Low severity
Mastadenovirus bosprimum,Adenoviridae,dsDNA,2,0.005376685,0.10521054,-0.09983386,Low spillover / Low severity
Mastadenovirus bostertium,Adenoviridae,dsDNA,2,0.005376685,0.10521054,-0.09983386,Low spillover / Low severity
Mastadenovirus caesari,Adenoviridae,dsDNA,2,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus caesari Replication-competent human adenovirus type 5 expressing rabies glycoprotein and chronic wasting disease agent epitope,Adenoviridae,dsDNA,2,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus caesari Replication-incompetent human adenovirus type 5 expressing rabies glycoprotein and chronic wasting disease agent epitope,Adenoviridae,dsDNA,2,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus caesari recombinant replication-incompetent adenovirus 5 encoding tick antigens rAd5-Tick,Adenoviridae,dsDNA,1,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus caesari replication-incompetent human adenovirus 5 encoding Flp recombinase,Adenoviridae,dsDNA,1,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus canidae,Adenoviridae,dsDNA,2,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus dominans,Adenoviridae,dsDNA,2,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus encephalomyelitidis,Adenoviridae,dsDNA,2,0.0016013996,0.09415098,-0.092549585,Low spillover / Low severity
Mastadenovirus equi,Adenoviridae,dsDNA,1,0.005376685,0.069841,-0.064464316,Low spillover / Low severity
Mastadenovirus equidae,Adenoviridae,dsDNA,1,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus exoticum,Adenoviridae,dsDNA,2,0.005376685,0.10521054,-0.09983386,Low spillover / Low severity
Mastadenovirus faecale,Adenoviridae,dsDNA,2,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Mastadenovirus simiae,Adenoviridae,dsDNA,2,0.0029756394,0.08596686,-0.08299122,Low spillover / Low severity
Megalocytivirus pagrus1 (Red sea bream iridovirus),Iridoviridae,dsDNA,1,0.0016013996,0.13112265,-0.12952125,Low spillover / Low severity
Mercadeo virus,unknown,unknown,1,0.0016013996,0.4610962,-0.4594948,Low spillover / Low severity
Metaavulavirus delawarense,Paramyxoviridae,ssRNA-,1,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Metaavulavirus falklandense,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Metaavulavirus galliense,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Metaavulavirus hongkongense,Paramyxoviridae,ssRNA-,1,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Metaavulavirus kunitachiense,Paramyxoviridae,ssRNA-,1,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Metaavulavirus tennessense,Paramyxoviridae,ssRNA-,1,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Metaavulavirus yucaipaense,Paramyxoviridae,ssRNA-,1,0.0016013996,0.5082766,-0.5066752,Low spillover / High severity
Metapneumovirus avis,Pneumoviridae,ssRNA-,1,0.005376685,0.32192844,-0.31655174,Low spillover / Low severity
Metapneumovirus hominis,Pneumoviridae,ssRNA-,2,0.005376685,0.32192844,-0.31655174,Low spillover / Low severity
Mitchell River virus,unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Mobatvirus novaense,Hantaviridae,ssRNA-,3,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Modified Vaccinia Ankara virus clone 33 (MVA-N33) MVA-HPV-IL2,unknown,unknown,2,0.005376685,0.56022036,-0.55484366,Low spillover / High severity
Modified Vaccinia virus Ankara (MVA),unknown,unknown,2,0.005376685,0.56022036,-0.55484366,Low spillover / High severity
Molluscipoxvirus molluscum,Poxviridae,dsDNA,2,0.0016013996,0.21270111,-0.21109971,Low spillover / Low severity
Mopeia mammarenavirus,unknown,unknown,3,0.0016013996,0.43583807,-0.43423668,Low spillover / Low severity
Morbillivirus canis,Paramyxoviridae,ssRNA-,1,0.005376685,0.75464,-0.7492633,Low spillover / High severity
Morbillivirus caprinae,Paramyxoviridae,ssRNA-,1,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Morbillivirus hominis,Paramyxoviridae,ssRNA-,2,0.005376685,0.805954,-0.8005773,Low spillover / High severity
Morbillivirus pecoris,Paramyxoviridae,ssRNA-,1,0.005376685,0.805954,-0.8005773,Low spillover / High severity
Morbillivirus phocae,Paramyxoviridae,ssRNA-,1,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Murine leukemia virus (B10 xenotropic virus 1),unknown,unknown,1,0.005376685,0.49191403,-0.48653734,Low spillover / Low severity
Murine rotavirus,Sedoreoviridae,dsRNA,1,0.005376685,0.35473818,-0.34936148,Low spillover / Low severity
Muromegalovirus muridbeta1,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Muromegalovirus muridbeta2,Orthoherpesviridae,dsDNA,1,0.0016013996,0.18878245,-0.18718106,Low spillover / Low severity
Nairobi sheep disease virus,unknown,unknown,1,0.9978276,0.7432052,0.2546224,High spillover / High severity
Nanay virus,unknown,unknown,2,0.0029756394,0.4288475,-0.42587185,Low spillover / Low severity
Negevirus,unknown,unknown,1,0.005376685,0.3207886,-0.3154119,Low spillover / Low severity
Nhumirim virus,unknown,unknown,2,0.0016013996,0.22234039,-0.22073899,Low spillover / Low severity
Norovirus norwalkense (except murine norovirus 1),Caliciviridae,ssRNA+,2,0.0016013996,0.19889921,-0.19729781,Low spillover / Low severity
Norovirus norwalkense (murine norovirus 1),Caliciviridae,ssRNA+,1,0.0016013996,0.19889921,-0.19729781,Low spillover / Low severity
Novirhabdovirus piscine,Rhabdoviridae,ssRNA-,1,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Novirhabdovirus salmonid,Rhabdoviridae,ssRNA-,1,0.0016013996,0.7680722,-0.7664708,Low spillover / High severity
Okhotskiy virus,unknown,unknown,2,0.0029756394,0.57169485,-0.5687192,Low spillover / High severity
Orbivirus alphaequi,Sedoreoviridae,dsRNA,1,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
"Orbivirus alphaequi experimentally neuroadapted strains, serotypes 1 and 6",Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus alphamitchellense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus betamitchellense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus caerulinguae,Sedoreoviridae,dsRNA,1,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus chenudaense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus deltamitchellense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus eubenangeense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus gammamitchellense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus lebomboense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus magninsulae,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus orungoense,Sedoreoviridae,dsRNA,3,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus palyamense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus ruminantium,Sedoreoviridae,dsRNA,1,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus trinidadense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus umatillaense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orbivirus wadmedaniense,Sedoreoviridae,dsRNA,2,0.0016013996,0.24193619,-0.2403348,Low spillover / Low severity
Orthoavulavirus italiense,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Orthoavulavirus javaense,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Orthoavulavirus javaense Newcastle disease virus Lentogenic strain La Sota,Paramyxoviridae,ssRNA-,2,0.0016013996,0.62002385,-0.61842245,Low spillover / High severity
"Orthoavulavirus javaense Newcastle disease virus Lentogenic strains: Hitchner B1, N79, V4",Paramyxoviridae,ssRNA-,2,0.0016013996,0.62002385,-0.61842245,Low spillover / High severity
"Orthoavulavirus javaense Newcastle disease virus Mesogenic strains: NJ-Roakin, Mukteswar, Komorov, Roakin",Paramyxoviridae,ssRNA-,2,0.0016013996,0.62002385,-0.61842245,Low spillover / High severity
Orthoavulavirus newyorkense,Paramyxoviridae,ssRNA-,1,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
Orthobornavirus bornaense,Bornaviridae,ssRNA-,2,0.0029756394,0.2686208,-0.26564515,Low spillover / Low severity
Orthobunyavirus acaraense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus achiotei,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus ainoense,Peribunyaviridae,ssRNA-,1,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus akabaneense,Peribunyaviridae,ssRNA-,3,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus angeloense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus bakauense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus batamaense,Peribunyaviridae,ssRNA-,3,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus botambiense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus bunyamweraense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus bushbushense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus bwambaense,Peribunyaviridae,ssRNA-,2,0.9914488,0.36001587,0.63143295,High spillover / Low severity
Orthobunyavirus cacheense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus capimense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus caraparuense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus catuense (Catu virus),Peribunyaviridae,ssRNA-,2,0.005376685,0.34538922,-0.34001252,Low spillover / Low severity
Orthobunyavirus catuense (Moju virus),Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus cuchillaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus encephalitidis,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus enseadaense,Peribunyaviridae,ssRNA-,3,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus gamboaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus guajaraense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.16650367,-0.16490227,Low spillover / Low severity
Orthobunyavirus guamaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus guaroaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus horizonteense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus insulae,Peribunyaviridae,ssRNA-,3,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus jamestownense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus kaengkhoiense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus kernense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus keystoneense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus khatangaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus koongoli,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus lacrosseense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus lumboense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus madridense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus maritubaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus melajoense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus mitchellense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus mpokoense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus nyandoense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus oribocaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus oropoucheense,Peribunyaviridae,ssRNA-,3,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus patoisense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus sedlecense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus shuniense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.16650367,-0.16490227,Low spillover / Low severity
Orthobunyavirus simbuense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.16650367,-0.16490227,Low spillover / Low severity
Orthobunyavirus squalofluvii,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus tacaiumaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.16650367,-0.16490227,Low spillover / Low severity
Orthobunyavirus tahynaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus teteense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.16650367,-0.16490227,Low spillover / Low severity
Orthobunyavirus thimiriense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus timboteuaense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus turlockense,Peribunyaviridae,ssRNA-,2,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthobunyavirus wyeomyiae,Peribunyaviridae,ssRNA-,2,0.0016013996,0.16650367,-0.16490227,Low spillover / Low severity
Orthoflavivirus apoiense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus bagazaense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus banziense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus boubouiense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus bravoense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus cacipacoreense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus careyense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus cowboneense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus dakarense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus denguei,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus edgehillense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus encephalitidis,Peribunyaviridae,ssRNA-,4,0.0016013996,0.42239526,-0.42079386,Low spillover / Low severity
Orthoflavivirus entebbeense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus flavi,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus flavi (Yellow fever virus vaccine strain 17D),Flaviviridae,ssRNA+,2,0.005376685,0.7500907,-0.744714,Low spillover / High severity
Orthoflavivirus gadgetsense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus ilheusense (Ilheus virus),Flaviviridae,ssRNA+,2,0.005376685,0.91841316,-0.91303647,Low spillover / High severity
Orthoflavivirus ilheusense (Rocio virus),Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus israelense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus japonicum,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus jugraense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus jutiapaense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus kadamense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus kedougouense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus kokoberaorum,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus koutangoense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus kyasanurense (Alkhumra hemorrhagic fever virus),Flaviviridae,ssRNA+,4,0.005376685,0.8903748,-0.8849981,Low spillover / High severity
Orthoflavivirus kyasanurense (Kyasanur Forest disease virus),Flaviviridae,ssRNA+,4,0.005376685,0.9201137,-0.914737,Low spillover / High severity
Orthoflavivirus langatense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus louisense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus loupingi,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus meabanense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus modocense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus montanaense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus murrayense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus nilense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus nilense (West Nile virus NS5-E218A mutant strain),Flaviviridae,ssRNA+,2,0.005376685,0.75816035,-0.75278366,Low spillover / High severity
Orthoflavivirus nilense NATtrol Inactivated,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus nilense RepliVax WN,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus ntayaense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus omskense,Flaviviridae,ssRNA+,4,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus perlitaense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus phnompenhense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus powassanense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus royalense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus saboyaense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus saumarezense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus sepikense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus tembusu,Flaviviridae,ssRNA+,2,0.005376685,0.79591495,-0.79053825,Low spillover / High severity
Orthoflavivirus tyuleniyense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus ugandaense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus usutuense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus viejaense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus yaoundeense,Flaviviridae,ssRNA+,3,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthoflavivirus zikaense,Flaviviridae,ssRNA+,2,0.0016013996,0.7680168,-0.7664154,Low spillover / High severity
Orthohantavirus andesense,Hantaviridae,ssRNA-,3,0.0029756394,0.94343483,-0.9404592,Low spillover / High severity
Orthohantavirus asamaense,Hantaviridae,ssRNA-,3,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Orthohantavirus bayoui,Hantaviridae,ssRNA-,3,0.9914488,0.9702098,0.021239042,High spillover / High severity
Orthohantavirus caobangense,Hantaviridae,ssRNA-,3,0.0016013996,0.9310327,-0.9294313,Low spillover / High severity
Orthohantavirus chocloense,Hantaviridae,ssRNA-,3,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Orthohantavirus delgaditoense,Hantaviridae,ssRNA-,3,0.0016013996,0.9310327,-0.9294313,Low spillover / High severity
Orthohantavirus dobravaense,Hantaviridae,ssRNA-,3,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Orthohantavirus hantanense,Hantaviridae,ssRNA-,3,0.9978276,0.9582875,0.039540112,High spillover / High severity
Orthohantavirus khabarovskense,Hantaviridae,ssRNA-,3,0.0016013996,0.9310327,-0.9294313,Low spillover / High severity
Orthohantavirus mamorense (Laguna negra virus),Hantaviridae,ssRNA-,3,0.005376685,0.9331707,-0.927794,Low spillover / High severity
Orthohantavirus maporalense,Hantaviridae,ssRNA-,3,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Orthohantavirus nigrorivense,Hantaviridae,ssRNA-,3,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Orthohantavirus oxbowense,Hantaviridae,ssRNA-,3,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Orthohantavirus prospectense,Hantaviridae,ssRNA-,2,0.0016013996,0.9310327,-0.9294313,Low spillover / High severity
Orthohantavirus puumalaense,Hantaviridae,ssRNA-,3,0.0029756394,0.94343483,-0.9404592,Low spillover / High severity
Orthohantavirus sangassouense,Hantaviridae,ssRNA-,3,0.0029756394,0.94343483,-0.9404592,Low spillover / High severity
Orthohantavirus seoulense,Hantaviridae,ssRNA-,3,0.9978276,0.9582875,0.039540112,High spillover / High severity
Orthohantavirus sinnombreense,Hantaviridae,ssRNA-,3,0.9914488,0.9702098,0.021239042,High spillover / High severity
Orthohantavirus thailandense,Hantaviridae,ssRNA-,3,0.0016013996,0.8722689,-0.8706675,Low spillover / High severity
Orthohantavirus tulaense,Hantaviridae,ssRNA-,3,0.9978276,0.95679283,0.041034758,High spillover / High severity
Orthohepadnavirus hominoidei,Hepadnaviridae,other,2,0.0016013996,0.8665526,-0.8649512,Low spillover / High severity
Orthohepadnavirus marmotae,Hepadnaviridae,other,1,0.0016013996,0.8665526,-0.8649512,Low spillover / High severity
Orthohepadnavirus sciuri,Hepadnaviridae,other,1,0.0016013996,0.8665526,-0.8649512,Low spillover / High severity
Orthomarburgvirus marburgense,Filoviridae,ssRNA-,4,0.0060108164,0.96809375,-0.9620829,Low spillover / High severity
Orthonairovirus bushkeyense,Nairoviridae,ssRNA-,2,0.0016013996,0.74056745,-0.73896605,Low spillover / High severity
Orthonairovirus chimense,Nairoviridae,ssRNA-,3,0.005376685,0.53403795,-0.52866125,Low spillover / High severity
Orthonairovirus dugbeense,Nairoviridae,ssRNA-,3,0.9978276,0.86341536,0.13441223,High spillover / High severity
Orthonairovirus esteroense,Nairoviridae,ssRNA-,3,0.0016013996,0.74056745,-0.73896605,Low spillover / High severity
Orthonairovirus gossasense,Nairoviridae,ssRNA-,2,0.0016013996,0.74056745,-0.73896605,Low spillover / High severity
Orthonairovirus haemorrhagiae,Nairoviridae,ssRNA-,4,0.0016013996,0.74056745,-0.73896605,Low spillover / High severity
Orthonairovirus keterehense,Nairoviridae,ssRNA-,2,0.0016013996,0.74056745,-0.73896605,Low spillover / High severity
Orthonairovirus khani,Nairoviridae,ssRNA-,2,0.0016013996,0.5556849,-0.5540835,Low spillover / High severity
Orthonairovirus qalyubense,Nairoviridae,ssRNA-,2,0.0016013996,0.5556849,-0.5540835,Low spillover / High severity
Orthonairovirus thiaforaense,Nairoviridae,ssRNA-,2,0.005376685,0.53403795,-0.52866125,Low spillover / High severity
Orthonairovirus tomdiense,Nairoviridae,ssRNA-,3,0.0016013996,0.5556849,-0.5540835,Low spillover / High severity
Orthonairovirus yezoense,Nairoviridae,ssRNA-,2,0.0016013996,0.74056745,-0.73896605,Low spillover / High severity
Orthonairovirus yogueense,Nairoviridae,ssRNA-,2,0.0016013996,0.74056745,-0.73896605,Low spillover / High severity
